Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OA984568,B.1.1.433,29903,United Kingdom,2020-08-20,2020,8,20
OA984584,B.1.1.67,29903,United Kingdom,2020-08-20,2020,8,20
OA984598,B.1.505,29903,United Kingdom,2020-08-18,2020,8,18
OA984599,B.1.282,29903,United Kingdom,2020-08-20,2020,8,20
OA984607,B.1.36.38,29903,United Kingdom,2020-08-19,2020,8,19
OA984620,B.1.177.17,29903,United Kingdom,2020-08-20,2020,8,20
OA984642,B.1.210,29903,United Kingdom,2020-08-21,2020,8,21
OA984651,B.1.177.81,29903,United Kingdom,2020-08-21,2020,8,21
OA984680,B.1.1.130,29903,United Kingdom,2020-08-20,2020,8,20
OA984696,B.1.1.347,29903,United Kingdom,2020-08-16,2020,8,16
OA984701,C.30,29903,United Kingdom,2020-08-30,2020,8,30
OA984821,B.1.36.23,29903,United Kingdom,2020-09-23,2020,9,23
OA984845,B.1.441,29903,United Kingdom,2020-09-24,2020,9,24
OA985227,B.1.177.19,29903,United Kingdom,2020-09-22,2020,9,22
OA985239,B.1.177.84,29903,United Kingdom,2020-09-22,2020,9,22
OA989640,B.1.177.48,29903,United Kingdom,2020-09-24,2020,9,24
OA989694,B.1.240.2,29903,United Kingdom,2020-09-24,2020,9,24
OA989875,G.1,29903,United Kingdom,2020-09-24,2020,9,24
OA990014,B.1.2,29903,United Kingdom,2020-09-19,2020,9,19
OA990035,B.1.1.209,29903,United Kingdom,2020-09-23,2020,9,23
OA990042,B.1.36.38,29903,United Kingdom,2020-09-24,2020,9,24
OA990121,B.28,29903,United Kingdom,2020-05-09,2020,5,9
OA990125,B.1.1.372,29894,United Kingdom,2020-05-08,2020,5,8
OA990140,B.1.1.253,29903,United Kingdom,2020-05-09,2020,5,9
OA990159,B.1.356,29903,United Kingdom,2020-05-08,2020,5,8
OA990168,B.1.1.166,29903,United Kingdom,2020-05-08,2020,5,8
OA990178,B.1.36.28,29903,United Kingdom,2020-09-24,2020,9,24
OA990203,B.1.36.7,29900,United Kingdom,2020-09-23,2020,9,23
OA990225,B.1.1.341,29903,United Kingdom,2020-09-23,2020,9,23
OA990239,B.1.438,29903,United Kingdom,2020-09-23,2020,9,23
OA990260,B.1.177.3,29903,United Kingdom,2020-09-24,2020,9,24
OA990283,B.1.1.50,29903,United Kingdom,2020-09-24,2020,9,24
OA990288,AK.1,29903,United Kingdom,2020-09-24,2020,9,24
OA990328,B.1.177.58,29903,United Kingdom,2020-09-25,2020,9,25
OA990331,B.1.1.115,29903,United Kingdom,2020-05-09,2020,5,9
OA990332,A.2,29903,United Kingdom,2020-05-05,2020,5,5
OA990344,B.1.258.4,29897,United Kingdom,2020-09-20,2020,9,20
OA990355,B.1.236,29903,United Kingdom,2020-09-20,2020,9,20
OA990376,AP.1,29903,United Kingdom,2020-09-20,2020,9,20
OA990382,B.1.177.33,29903,United Kingdom,2020-09-20,2020,9,20
OA990383,B.1.1.130,29903,United Kingdom,2020-09-20,2020,9,20
OA990430,B.1.177.6,29903,United Kingdom,2020-09-21,2020,9,21
OA990586,B.1.177.52,29903,United Kingdom,2020-09-20,2020,9,20
OA990589,B.1.36.8,29903,United Kingdom,2020-09-20,2020,9,20
OA990763,B.1.1.329,29903,United Kingdom,2020-09-20,2020,9,20
OA990834,B.1.1.299,29903,United Kingdom,2020-06-19,2020,6,19
OA990835,B.1.1.89,29903,United Kingdom,2020-06-24,2020,6,24
OA990839,B.1.1.171,29903,United Kingdom,2020-06-24,2020,6,24
OA990846,B.1.1.301,29903,United Kingdom,2020-06-20,2020,6,20
OA990847,B.1.1.59,29903,United Kingdom,2020-07-04,2020,7,4
OA990849,B.28,29903,United Kingdom,2020-06-30,2020,6,30
OA990853,B.1.1.4,29903,United Kingdom,2020-06-24,2020,6,24
OA990858,G.1,29903,United Kingdom,2020-10-06,2020,10,6
OA990865,B.1.1.95,29903,United Kingdom,2020-06-16,2020,6,16
OA990968,B.1.1.159,29903,United Kingdom,2020-10-06,2020,10,6
OA991024,B.28,29903,United Kingdom,2020-07-02,2020,7,2
OA991031,B.1.391,29903,United Kingdom,2020-06-20,2020,6,20
OA991032,B.1.1.217,29903,United Kingdom,2020-07-07,2020,7,7
OA991035,B.1.22,29903,United Kingdom,2020-07-31,2020,7,31
OA991041,B.1.1.4,29903,United Kingdom,2020-08-21,2020,8,21
OA991050,B.1.1.294,29903,United Kingdom,2020-09-01,2020,9,1
OA991076,B.1.235,29903,United Kingdom,2020-08-11,2020,8,11
OA991086,B.1.258.5,29897,United Kingdom,2020-10-06,2020,10,6
OA991093,B.1.1.107,29903,United Kingdom,2020-08-14,2020,8,14
OA991262,B.1.362.1,29903,United Kingdom,2020-10-05,2020,10,5
OA991306,B.1.1.209,29903,United Kingdom,2020-10-05,2020,10,5
OA991434,B.1.1.266,29903,United Kingdom,2020-10-05,2020,10,5
OA991460,B.1.293,29903,United Kingdom,2020-10-05,2020,10,5
OA991531,B.1.1.294,29903,United Kingdom,2020-10-06,2020,10,6
OA991563,B.1.149,29903,United Kingdom,2020-10-05,2020,10,5
OA991736,Z.1,29903,United Kingdom,2020-09-29,2020,9,29
OA991745,B.1.177.21,29903,United Kingdom,2020-09-29,2020,9,29
OA991954,B.1.177.18,29903,United Kingdom,2020-09-29,2020,9,29
OA992045,B.1.1.302,29903,United Kingdom,2020-10-01,2020,10,1
OA992135,B.1.1.243,29903,United Kingdom,2020-10-01,2020,10,1
OA992144,B.1.1.4,29903,United Kingdom,2020-10-01,2020,10,1
OA992476,B.1.36.12,29903,United Kingdom,2020-09-28,2020,9,28
OA992543,B.1.9.5,29903,United Kingdom,2020-09-28,2020,9,28
OA992654,B.1.36.39,29903,United Kingdom,2020-09-24,2020,9,24
OA992734,B.1.1.192,29903,United Kingdom,2020-09-25,2020,9,25
OA993039,B.1.1.434,29903,United Kingdom,2020-08-22,2020,8,22
OA993138,AN.1,29894,United Kingdom,2020-09-25,2020,9,25
OA993424,B.45,29898,United Kingdom,2020-05-05,2020,5,5
OA993425,B.4,29898,United Kingdom,2020-05-05,2020,5,5
OA993433,A,29903,United Kingdom,2020-05-08,2020,5,8
OA993436,B.1.1.378,29903,United Kingdom,2020-05-03,2020,5,3
OA993439,B.1.1.134,29903,United Kingdom,2020-05-06,2020,5,6
OA993441,B.3.1,29903,United Kingdom,2020-05-05,2020,5,5
OA993449,B.29,29903,United Kingdom,2020-05-06,2020,5,6
OA993649,B.1.36.35,29903,United Kingdom,2020-09-25,2020,9,25
OA993732,B.1.1.89,29903,United Kingdom,2020-05-05,2020,5,5
OA993736,B.1.165,29903,United Kingdom,2020-05-05,2020,5,5
OA993737,B.1.1.171,29903,United Kingdom,2020-05-05,2020,5,5
OA993742,B.1.13,29903,United Kingdom,2020-05-05,2020,5,5
OA993748,B.1.1.164,29903,United Kingdom,2020-05-05,2020,5,5
OA993758,B.52,29900,United Kingdom,2020-05-05,2020,5,5
OA993760,B.1.439,29903,United Kingdom,2020-05-05,2020,5,5
OA993771,B.1.1.8,29903,United Kingdom,2020-05-08,2020,5,8
OA993787,B.1.1.208,29903,United Kingdom,2020-05-09,2020,5,9
OA993798,B.1.1.142,29903,United Kingdom,2020-05-05,2020,5,5
OA993806,B.1.1.123,29903,United Kingdom,2020-05-18,2020,5,18
OA993822,B.1.104,29903,United Kingdom,2020-05-05,2020,5,5
OA993850,B.1.1.97,29903,United Kingdom,2020-05-06,2020,5,6
OA993856,B.1.1.270,29903,United Kingdom,2020-05-08,2020,5,8
OA993862,B.1.1.279,29903,United Kingdom,2020-05-08,2020,5,8
OA993864,B.1.1.71,29869,United Kingdom,2020-05-06,2020,5,6
OA993876,B.1.1.217,29903,United Kingdom,2020-05-06,2020,5,6
OA993881,B.35,29903,United Kingdom,2020-05-06,2020,5,6
OA993883,B.1.1.71,29903,United Kingdom,2020-04-28,2020,4,28
OA993891,B.1.1.372,29903,United Kingdom,2020-04-26,2020,4,26
OA994071,B.1.1.46,29902,United Kingdom,2020-09-23,2020,9,23
OA994120,B.1.177.75,29862,United Kingdom,2020-09-24,2020,9,24
OA994399,B.1.22,29903,United Kingdom,2020-09-15,2020,9,15
OA994427,B.1.1.165,29903,United Kingdom,2020-08-28,2020,8,28
OA994437,B.1.532,29903,United Kingdom,2020-08-28,2020,8,28
OA994448,B.1.1.303,29903,United Kingdom,2020-08-28,2020,8,28
OA994452,B.1.1.266,29903,United Kingdom,2020-08-28,2020,8,28
OA994460,B.1.369,29903,United Kingdom,2020-08-28,2020,8,28
OA994465,B.1.1.25,29903,United Kingdom,2020-08-28,2020,8,28
OA994492,B.1.1.4,29903,United Kingdom,2020-09-03,2020,9,3
OA994521,B.1.1.263,29903,United Kingdom,2020-09-07,2020,9,7
OA994524,B.1.416,29903,United Kingdom,2020-09-03,2020,9,3
OA994545,B.1.36.29,29903,United Kingdom,2020-09-04,2020,9,4
OA994586,B.1.1.317,29903,United Kingdom,2020-09-03,2020,9,3
OA994676,B.1.1.232,29903,United Kingdom,2020-08-28,2020,8,28
OA994689,B.1.610,29903,United Kingdom,2020-08-28,2020,8,28
OA994797,B.1.1.70,29903,United Kingdom,2020-09-04,2020,9,4
OA994826,B.1.177.14,29903,United Kingdom,2020-09-04,2020,9,4
OA994835,B.1.1.364,29903,United Kingdom,2020-09-04,2020,9,4
OA994878,B.1.1.28,29903,United Kingdom,2020-09-03,2020,9,3
OA995055,B.1.36.16,29903,United Kingdom,2020-10-09,2020,10,9
OA995057,B.1.240.2,29903,United Kingdom,2020-10-08,2020,10,8
OA995133,B.1.1.433,29894,United Kingdom,2020-09-05,2020,9,5
OA995318,B.1.36.35,29903,United Kingdom,2020-10-08,2020,10,8
OA995420,B.1.2,29903,United Kingdom,2020-10-12,2020,10,12
OA995458,B.1.1.218,29900,United Kingdom,2020-10-07,2020,10,7
OA995490,B.1.1.51,29903,United Kingdom,2020-10-07,2020,10,7
OA995522,C.36,29903,United Kingdom,2020-10-07,2020,10,7
OA996032,B.1.1.341,29903,United Kingdom,2020-10-07,2020,10,7
OA996320,B.1.1.371,29903,United Kingdom,2020-10-06,2020,10,6
OA996381,B.1.1.39,29903,United Kingdom,2020-10-06,2020,10,6
OA996440,B.1.177.24,29903,United Kingdom,2020-10-05,2020,10,5
OA996492,B.1.218,29903,United Kingdom,2020-10-06,2020,10,6
OA996542,B.1.416.1,29903,United Kingdom,2020-10-06,2020,10,6
OA996544,B.1.36.31,29903,United Kingdom,2020-10-06,2020,10,6
OA996551,B.1.1.240,29903,United Kingdom,2020-10-06,2020,10,6
OA996583,B.1.1.272,29903,United Kingdom,2020-10-04,2020,10,4
OA996589,B.1.1.204,29903,United Kingdom,2020-10-06,2020,10,6
OA996702,B.1.438,29900,United Kingdom,2020-10-05,2020,10,5
OA996788,B.1.36.29,29903,United Kingdom,2020-10-06,2020,10,6
OA996867,B.1.1.193,29903,United Kingdom,2020-10-04,2020,10,4
OA997033,B.1.416,29903,United Kingdom,2020-10-01,2020,10,1
OA997247,B.1.1.33,29903,United Kingdom,2020-10-01,2020,10,1
OA997543,B.1.258.2,29903,United Kingdom,2020-09-22,2020,9,22
OA997760,B.1.1.272,29903,United Kingdom,2020-09-30,2020,9,30
OA998029,B.1.1.193,29903,United Kingdom,2020-09-30,2020,9,30
OA998051,B.1.362,29903,United Kingdom,2020-09-29,2020,9,29
OA998092,B.1.362.1,29903,United Kingdom,2020-09-30,2020,9,30
OA998117,B.1.1.7,29885,United Kingdom,2020-09-30,2020,9,30
OA998118,B.1.377,29903,United Kingdom,2020-10-01,2020,10,1
OA998138,B.1.177.44,29903,United Kingdom,2020-10-01,2020,10,1
OA998149,B.1.377,29903,United Kingdom,2020-09-30,2020,9,30
OA998172,B.1.1.216,29903,United Kingdom,2020-10-01,2020,10,1
OA998212,B.1.1.153,29903,United Kingdom,2020-09-30,2020,9,30
OA998620,B.1.1.219,29903,United Kingdom,2020-09-25,2020,9,25
OA998701,B.1.177.60,29903,United Kingdom,2020-09-27,2020,9,27
OA999049,B.1.240,29903,United Kingdom,2020-09-21,2020,9,21
OA999116,B.1.177.83,29903,United Kingdom,2020-09-22,2020,9,22
OA999312,B.1.1.227,29880,United Kingdom,2020-09-18,2020,9,18
OA999433,B.1.1.133,29903,United Kingdom,2020-09-19,2020,9,19
OA999457,B.1.1.351,29903,United Kingdom,2020-09-19,2020,9,19
OA999895,A.25,29902,United Kingdom,2020-09-14,2020,9,14
OA999927,B.1.1.12,29903,United Kingdom,2020-06-25,2020,6,25
OB981890,B.1.177.35,29903,United Kingdom,2020-10-17,2020,10,17
OB981896,B.1.1.413,29897,United Kingdom,2020-10-17,2020,10,17
OB982049,B.1.177.53,29903,United Kingdom,2020-10-17,2020,10,17
OB982064,B.1.460,29903,United Kingdom,2020-10-17,2020,10,17
OB982206,B.1.1.70,29903,United Kingdom,2020-10-15,2020,10,15
OB982239,B.1.131,29903,United Kingdom,2020-10-15,2020,10,15
OB982314,B.1.1.305,29903,United Kingdom,2020-10-13,2020,10,13
OB982381,B.1.441,29903,United Kingdom,2020-10-13,2020,10,13
OB982490,B.1.258.14,29903,United Kingdom,2020-10-14,2020,10,14
OB982619,B.1.177.32,29903,United Kingdom,2020-10-15,2020,10,15
OB982935,B.1.408,29903,United Kingdom,2020-10-14,2020,10,14
OB982937,B.1.177.51,29903,United Kingdom,2020-10-13,2020,10,13
OB983039,B.1.1.306,29903,United Kingdom,2020-10-15,2020,10,15
OB983466,B.1.9.5,29903,United Kingdom,2020-10-15,2020,10,15
OB984244,B.1.240,29903,United Kingdom,2020-10-11,2020,10,11
OB984427,B.1.609,29903,United Kingdom,2020-10-11,2020,10,11
OB984615,B.1.1.351,29903,United Kingdom,2020-10-09,2020,10,9
OB984642,B.1.1.355,29903,United Kingdom,2020-10-09,2020,10,9
OB984801,B.1.1.500,29900,United Kingdom,2020-10-10,2020,10,10
OB984844,B.1.36.38,29903,United Kingdom,2020-10-12,2020,10,12
OB985664,W.1,29903,United Kingdom,2020-10-17,2020,10,17
OB985839,B.1.428.3,29897,United Kingdom,2020-10-16,2020,10,16
OB986562,B.1.36.7,29900,United Kingdom,2020-10-20,2020,10,20
OB986605,B.1.177.21,29903,United Kingdom,2020-10-20,2020,10,20
OB986659,C.16,29903,United Kingdom,2020-10-20,2020,10,20
OB986801,B.1.1.375,29900,United Kingdom,2020-10-21,2020,10,21
OB986844,B.1.1.28,29903,United Kingdom,2020-10-21,2020,10,21
OB986902,AC.1,29903,United Kingdom,2020-10-21,2020,10,21
OB987213,B.1.1.425,29903,United Kingdom,2020-10-21,2020,10,21
OB987216,M.3,29903,United Kingdom,2020-10-21,2020,10,21
OB987310,B.1.1.405,29903,United Kingdom,2020-10-21,2020,10,21
OB987628,C.18,29903,United Kingdom,2020-10-21,2020,10,21
OB987651,B.1.1.420,29888,United Kingdom,2020-10-21,2020,10,21
OB988770,B.1.22,29903,United Kingdom,2020-10-22,2020,10,22
OB989731,AA.4,29903,United Kingdom,2020-10-26,2020,10,26
OB990383,AA.6,29903,United Kingdom,2020-10-22,2020,10,22
OB992186,B.1.36.8,29903,United Kingdom,2020-10-29,2020,10,29
OB992737,B.1.177.60,29903,United Kingdom,2020-10-30,2020,10,30
OB993016,B.1.1.302,29903,United Kingdom,2020-11-05,2020,11,5
OB993034,B.1.1.232,29903,United Kingdom,2020-11-05,2020,11,5
OB993776,B.1.1.243,29903,United Kingdom,2020-11-01,2020,11,1
OA976392,B.1.1.203,29903,United Kingdom,2020-06-14,2020,6,14
OA976393,B.1.1.37,29903,United Kingdom,2020-06-14,2020,6,14
OA976399,B.1.1.256,29903,United Kingdom,2020-06-14,2020,6,14
OA976400,B.1.1.51,29903,United Kingdom,2020-06-14,2020,6,14
OA976403,B.1.1.253,29903,United Kingdom,2020-06-14,2020,6,14
OA976414,B.1.1.279,29903,United Kingdom,2020-06-13,2020,6,13
OA976419,B.1.1.92,29903,United Kingdom,2020-06-12,2020,6,12
OA976425,B.1.1.200,29903,United Kingdom,2020-06-13,2020,6,13
OA976429,B.1.465,29903,United Kingdom,2020-06-12,2020,6,12
OA976441,B.1.235,29903,United Kingdom,2020-06-13,2020,6,13
OA976443,B.1.1.227,29903,United Kingdom,2020-06-14,2020,6,14
OA976448,B.1.223,29903,United Kingdom,2020-06-13,2020,6,13
OA976458,B.1.1.300,29903,United Kingdom,2020-06-13,2020,6,13
OA976471,B.1.1.372,29903,United Kingdom,2020-06-11,2020,6,11
OA976472,B.1.173,29903,United Kingdom,2020-06-11,2020,6,11
OA976488,B.1.1.45,29903,United Kingdom,2020-06-11,2020,6,11
OA976489,B.1.251,29903,United Kingdom,2020-06-08,2020,6,8
OA976494,B.1.1.125,29903,United Kingdom,2020-06-08,2020,6,8
OA976514,B.1.179,29903,United Kingdom,2020-06-11,2020,6,11
OA976517,B.1.1.255,29903,United Kingdom,2020-06-12,2020,6,12
OA976532,B.1.104,29891,United Kingdom,2020-06-13,2020,6,13
OA976538,B.1.1.178,29900,United Kingdom,2020-06-13,2020,6,13
OA976552,B.1.1.155,29903,United Kingdom,2020-06-12,2020,6,12
OA976555,B.1.1.109,29903,United Kingdom,2020-06-12,2020,6,12
OA976556,B.1.1.365,29903,United Kingdom,2020-06-12,2020,6,12
OA976560,B.1.1.67,29903,United Kingdom,2020-06-12,2020,6,12
OA976568,B.1.142,29903,United Kingdom,2020-06-05,2020,6,5
OA976571,B.1.1.217,29903,United Kingdom,2020-06-12,2020,6,12
OA976583,B.1.1.123,29903,United Kingdom,2020-06-05,2020,6,5
OA976584,B.1.77,29903,United Kingdom,2020-06-06,2020,6,6
OA976594,B.1.12,29903,United Kingdom,2020-06-10,2020,6,10
OA976598,C.27,29903,United Kingdom,2020-06-10,2020,6,10
OA976609,B.1.1.10,29903,United Kingdom,2020-06-07,2020,6,7
OA976611,B.1.231,29903,United Kingdom,2020-06-11,2020,6,11
OA976616,B.1.1.8,29903,United Kingdom,2020-06-13,2020,6,13
OA976627,B.1.1.274,29903,United Kingdom,2020-06-07,2020,6,7
OA976631,B.1.238,29903,United Kingdom,2020-06-07,2020,6,7
OA976636,B.1.1.361,29903,United Kingdom,2020-06-07,2020,6,7
OA976646,C.3,29903,United Kingdom,2020-06-07,2020,6,7
OA976647,B.1.1.107,29903,United Kingdom,2020-06-07,2020,6,7
OA976662,B.1.1.86,29903,United Kingdom,2020-06-14,2020,6,14
OA976685,B.1.1.120,29894,United Kingdom,2020-06-12,2020,6,12
OA976772,B.1.1.254,29903,United Kingdom,2020-06-12,2020,6,12
OA976784,B.1.1.44,29903,United Kingdom,2020-06-13,2020,6,13
OA976792,B.1.1.378,29903,United Kingdom,2020-06-12,2020,6,12
OA976797,B.1.252,29903,United Kingdom,2020-06-10,2020,6,10
OA976799,B.1.1.15,29903,United Kingdom,2020-06-09,2020,6,9
OA976810,A.2,29903,United Kingdom,2020-06-09,2020,6,9
OA976826,B.1.249,29903,United Kingdom,2020-06-15,2020,6,15
OA976833,B.1.1.208,29903,United Kingdom,2020-06-14,2020,6,14
OA976854,B.1.1.25,29903,United Kingdom,2020-06-09,2020,6,9
OA976860,B.1.1.149,29901,United Kingdom,2020-06-09,2020,6,9
OA976873,B.1.165,29903,United Kingdom,2020-06-11,2020,6,11
OA976884,B.1.1.97,29900,United Kingdom,2020-06-15,2020,6,15
OA976891,A,29903,United Kingdom,2020-06-15,2020,6,15
OA976896,B.40,29882,United Kingdom,2020-06-15,2020,6,15
OA976954,B.1.1.55,29903,United Kingdom,2020-06-20,2020,6,20
OA976958,B.1.282,29903,United Kingdom,2020-06-18,2020,6,18
OA976969,B.1.36,29903,United Kingdom,2020-06-19,2020,6,19
OA977146,B.1.407,29903,United Kingdom,2020-06-09,2020,6,9
OA977154,B.1.1.289,29903,United Kingdom,2020-06-09,2020,6,9
OA977208,B.1.1.54,29903,United Kingdom,2020-06-17,2020,6,17
OA977236,B,29903,United Kingdom,2020-06-16,2020,6,16
OA977284,B.1.1.142,29903,United Kingdom,2020-06-16,2020,6,16
OA977286,B.1.1.213,29903,United Kingdom,2020-06-15,2020,6,15
OA977316,B.1.1.38,29900,United Kingdom,2020-06-17,2020,6,17
OA977414,B.1.235,29903,United Kingdom,2020-07-03,2020,7,3
OA977421,B.1.1.4,29903,United Kingdom,2020-07-03,2020,7,3
OA977423,B.1.1.419,29903,United Kingdom,2020-07-03,2020,7,3
OA977428,B.1.1.256,29903,United Kingdom,2020-07-03,2020,7,3
OA977429,B.1.1.365,29894,United Kingdom,2020-07-03,2020,7,3
OA977433,B.1.282,29903,United Kingdom,2020-07-03,2020,7,3
OA977465,B.1.1.145,29903,United Kingdom,2020-06-20,2020,6,20
OA977489,B.1.1.168,29903,United Kingdom,2020-06-17,2020,6,17
OA977554,B.1.1.134,29903,United Kingdom,2020-06-10,2020,6,10
OA977673,C.3,29903,United Kingdom,2020-07-03,2020,7,3
OA977675,B.1.1.12,29903,United Kingdom,2020-07-03,2020,7,3
OA977679,B.1.1.299,29900,United Kingdom,2020-07-03,2020,7,3
OA977681,B.1.1.67,29903,United Kingdom,2020-07-03,2020,7,3
OA977684,B.1.1.227,29903,United Kingdom,2020-07-03,2020,7,3
OA977698,B.1.1.200,29903,United Kingdom,2020-07-03,2020,7,3
OA977838,B.1.468,29903,United Kingdom,2020-06-16,2020,6,16
OA977933,B.1.173,29903,United Kingdom,2020-07-01,2020,7,1
OA977934,B.1.1.303,29903,United Kingdom,2020-06-30,2020,6,30
OA977947,B.1.1.270,29903,United Kingdom,2020-06-15,2020,6,15
OA977989,B.1.1.166,29903,United Kingdom,2020-06-15,2020,6,15
OA978109,B.3.1,29903,United Kingdom,2020-06-18,2020,6,18
OA978146,B.1.36.17,29903,United Kingdom,2020-07-26,2020,7,26
OA978147,B.1.407,29903,United Kingdom,2020-07-30,2020,7,30
OA978152,B.1.505,29903,United Kingdom,2020-07-25,2020,7,25
OA978154,A,29903,United Kingdom,2020-07-24,2020,7,24
OA978156,B.1.1.70,29903,United Kingdom,2020-07-27,2020,7,27
OA978160,B.1.1.220,29903,United Kingdom,2020-07-24,2020,7,24
OA978164,B.1.1.15,29903,United Kingdom,2020-07-04,2020,7,4
OA978172,B.1.532,29903,United Kingdom,2020-07-04,2020,7,4
OA978180,B.1.104,29903,United Kingdom,2020-07-05,2020,7,5
OA978183,C.1,29903,United Kingdom,2020-06-20,2020,6,20
OA978200,B.1.465,29903,United Kingdom,2020-07-04,2020,7,4
OA978207,B.1.1.253,29903,United Kingdom,2020-07-01,2020,7,1
OA978214,B.1.1.279,29903,United Kingdom,2020-07-02,2020,7,2
OA978229,B.1.1.125,29903,United Kingdom,2020-07-01,2020,7,1
OA978265,B.1.471,29903,United Kingdom,2020-07-02,2020,7,2
OA978287,B.1.223,29903,United Kingdom,2020-07-02,2020,7,2
OA978301,B.1.1.419,29903,United Kingdom,2020-06-11,2020,6,11
OA978362,B.1.1.164,29870,United Kingdom,2020-06-18,2020,6,18
OA978369,B.1.177,29903,United Kingdom,2020-07-25,2020,7,25
OA978379,B.1.509,29903,United Kingdom,2020-07-04,2020,7,4
OA978385,B.1.1.274,29903,United Kingdom,2020-07-07,2020,7,7
OA978389,B.1.1.147,29903,United Kingdom,2020-07-05,2020,7,5
OA978392,B.1.1.306,29903,United Kingdom,2020-07-26,2020,7,26
OA978393,B.1.36,29900,United Kingdom,2020-07-05,2020,7,5
OA978411,B.1.1.138,29903,United Kingdom,2020-07-04,2020,7,4
OA978500,B.1.1.138,29903,United Kingdom,2020-06-22,2020,6,22
OA978580,B.29,29903,United Kingdom,2020-06-14,2020,6,14
OA978636,B.1.1.218,29903,United Kingdom,2020-07-21,2020,7,21
OA978639,AE.5,29903,United Kingdom,2020-07-20,2020,7,20
OA978648,B.1.1.44,29903,United Kingdom,2020-07-13,2020,7,13
OA978651,B.1.504,29903,United Kingdom,2020-07-17,2020,7,17
OA978655,B.1.36.12,29903,United Kingdom,2020-07-20,2020,7,20
OA978667,B.1.115,29903,United Kingdom,2020-07-20,2020,7,20
OA978668,B.1.1.406,29903,United Kingdom,2020-07-26,2020,7,26
OA978676,B.1.1.47,29903,United Kingdom,2020-07-17,2020,7,17
OA978677,B.1.1.97,29903,United Kingdom,2020-07-22,2020,7,22
OA978700,B.1.1.50,29903,United Kingdom,2020-07-23,2020,7,23
OA978723,B.1.1.198,29903,United Kingdom,2020-07-20,2020,7,20
OA978730,B.1.367,29903,United Kingdom,2020-07-22,2020,7,22
OA978732,B.1.1.421,29903,United Kingdom,2020-07-22,2020,7,22
OA978739,B.1.1.201,29903,United Kingdom,2020-07-21,2020,7,21
OA978755,B.1.1.178,29900,United Kingdom,2020-07-22,2020,7,22
OA978773,B.1.1.38,29900,United Kingdom,2020-07-16,2020,7,16
OA978777,B.1.1.89,29903,United Kingdom,2020-07-15,2020,7,15
OA978778,B.1.258.2,29903,United Kingdom,2020-07-13,2020,7,13
OA978780,B.1.1.237,29903,United Kingdom,2020-07-16,2020,7,16
OA978809,B.1.251,29903,United Kingdom,2020-07-15,2020,7,15
OA978818,B.1.1.294,29903,United Kingdom,2020-07-12,2020,7,12
OA978820,B.1.1.120,29894,United Kingdom,2020-07-14,2020,7,14
OA978836,B.1.1.303,29903,United Kingdom,2020-07-17,2020,7,17
OA978840,B.1.391,29903,United Kingdom,2020-07-14,2020,7,14
OA978857,A.1,29903,United Kingdom,2020-07-14,2020,7,14
OA978881,B.1.610,29903,United Kingdom,2020-07-17,2020,7,17
OA978887,AE.1,29903,United Kingdom,2020-07-18,2020,7,18
OA978914,B.1.1.213,29903,United Kingdom,2020-07-15,2020,7,15
OA978918,B.1.1.286,29903,United Kingdom,2020-07-22,2020,7,22
OA978949,B.1.1.300,29903,United Kingdom,2020-07-21,2020,7,21
OA979011,B.1.1.363,29903,United Kingdom,2020-06-25,2020,6,25
OA979135,B.1.1.232,29903,United Kingdom,2020-07-24,2020,7,24
OA979152,B.1.1.310,29903,United Kingdom,2020-07-15,2020,7,15
OA979161,B.4,29903,United Kingdom,2020-07-17,2020,7,17
OA979187,B.1.1.10,29903,United Kingdom,2020-07-19,2020,7,19
OA979190,B.1.1.408,29903,United Kingdom,2020-07-19,2020,7,19
OA979215,B.1.1.221,29903,United Kingdom,2020-07-21,2020,7,21
OA979247,B.1.231,29903,United Kingdom,2020-07-01,2020,7,1
OA979259,B.1.1.380,29903,United Kingdom,2020-06-29,2020,6,29
OA979261,B.1.1.39,29903,United Kingdom,2020-07-15,2020,7,15
OA979273,B.1.1.128,29903,United Kingdom,2020-07-15,2020,7,15
OA979288,C.35,29903,United Kingdom,2020-07-16,2020,7,16
OA979325,B.1.1.325,29903,United Kingdom,2020-07-16,2020,7,16
OA979328,B.1.1.302,29903,United Kingdom,2020-07-16,2020,7,16
OA979338,B.1.1.270,29903,United Kingdom,2020-07-16,2020,7,16
OA979355,B.1.503,29903,United Kingdom,2020-07-17,2020,7,17
OA979372,B.1.1.305,29903,United Kingdom,2020-07-16,2020,7,16
OA979387,B.1.258.3,29903,United Kingdom,2020-07-16,2020,7,16
OA979400,B.1.236,29903,United Kingdom,2020-07-16,2020,7,16
OA979408,B.1.1.25,29903,United Kingdom,2020-07-18,2020,7,18
OA979424,B.1.1.410,29903,United Kingdom,2020-07-18,2020,7,18
OA979430,B,29900,United Kingdom,2020-07-16,2020,7,16
OA979443,B.1.1.123,29903,United Kingdom,2020-07-18,2020,7,18
OA979512,B.1.1.232,29903,United Kingdom,2020-06-29,2020,6,29
OA979569,B.1.1.142,29903,United Kingdom,2020-07-01,2020,7,1
OA979642,B.1.1.286,29903,United Kingdom,2020-06-30,2020,6,30
OA979650,B.1.1.204,29903,United Kingdom,2020-06-30,2020,6,30
OA979698,B.1.77,29903,United Kingdom,2020-07-18,2020,7,18
